City,Doctor,E X A M   T Y P E,Metric Selection - Clinical Products - Prefix,Metric Selection - Clinical Products - Sufix,Performer Type,State,Store,Brand,Company Category,Current Period - Filter,Arrived Date,cities,Last Update,Prescribed and Sold (Units) - MacuHealth,PrescribedMacuHealth,UnitsMacuHealth
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/28/2023 12:40:06 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Uberlândia,Dr. Tiago Martins,Contact Lens Recheck,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/26/2023 1:42:14 PM,Uberlândia - Minas Gerais,"28 March, 2023",0,0,0
Piracicaba,Dra. Camila Nascimento,Examination,$,,Remote,São Paulo,229 - Icegrass,Optical Care,Corporate,True,3/27/2023 12:07:10 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/27/2023 5:44:11 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Belém,Dra. Camila Silva,Examination,$,,Remote,Pará,163 - California Eryngo,Optical Care,Corporate,True,3/27/2023 3:05:32 PM,Belém - Pará,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,45 - Western Ponysfoot,Optical Care,Corporate,True,3/27/2023 12:56:39 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/28/2023 5:21:05 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,45 - Western Ponysfoot,Optical Care,Corporate,True,3/27/2023 5:19:47 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Maceió,Dra. Camila Nascimento,Examination,$,,Remote,Alagoas,230 - Nantucket Serviceberry,Optical Care,Corporate,True,3/28/2023 2:49:23 PM,Maceió - Alagoas,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,9 - Sedge,Optical Care,Corporate,True,3/28/2023 11:07:44 AM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,289 - Trichostomum Moss,Optical Care,Corporate,True,3/28/2023 11:22:02 AM,São Luís - Maranhão,"28 March, 2023",0,0,0
João Pessoa,Dr. Michael Araujo,Examination,$,,Remote,Paraíba,110 - Campylopus Moss,Optical Care,Corporate,True,3/27/2023 10:11:25 AM,João Pessoa - Paraíba,"28 March, 2023",0,0,0
Joinville,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,268 - Violetflower Petunia,Optical Care,Corporate,True,3/27/2023 5:02:46 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Joinville,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,103 - Dust Lichen,Optical Care,Corporate,True,3/28/2023 12:13:13 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Piracicaba,Dr. Fabio Oliveira,Contact Lens Exam,$,,Onsite,São Paulo,237 - Tomentypnum Moss,Optical Care,Corporate,True,3/26/2023 12:17:56 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,1
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,26 - Garcinia,Optical Care,Corporate,True,3/28/2023 1:54:53 PM,São José dos Campos - São Paulo,"28 March, 2023",0,0,1
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,289 - Trichostomum Moss,Optical Care,Corporate,True,3/28/2023 1:47:11 PM,São Luís - Maranhão,"28 March, 2023",0,0,1
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/27/2023 10:50:49 AM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,1
Florianópolis,Dr. Eduardo Faria,Contact Lens Recheck,$,,Onsite,Santa Catarina,111 - Cultivated Endive,Optical Care,Corporate,True,3/27/2023 1:26:51 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,0,2
Rio de Janeiro,Dr. Michael Araujo,Examination,$,,Remote,Rio de Janeiro,5 - California Rockcress,Optical Care,Corporate,True,3/27/2023 2:01:45 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,2
Ribeirão Preto,Dr. Tiago Martins,Examination,$,,Remote,São Paulo,78 - Gaudichaud's Syrrhopodon Moss,Optical Care,Corporate,True,3/26/2023 1:43:06 PM,Ribeirão Preto - São Paulo,"28 March, 2023",0,0,1
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/26/2023 4:19:42 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Maringá,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Paraná,264 - Southern Quillwort,Optical Care,Corporate,True,3/28/2023 4:58:14 PM,Maringá - Paraná,"28 March, 2023",0,0,0
Piracicaba,Dr. Caio Nascimento,Examination,$,,Onsite,São Paulo,229 - Icegrass,Optical Care,Corporate,True,3/28/2023 4:13:33 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,1
Cuiabá,Dr. Bruno Rodrigues,Examination,$,,Remote,Mato Grosso,269 - Utah Serviceberry,Optical Care,Corporate,True,3/28/2023 10:05:52 AM,Cuiabá - Mato Grosso,"28 March, 2023",0,0,1
Londrina,Dr. Lucas Oliveira,Contact Lens Exam,$,,Onsite,Paraná,203 - Sturdy Sedge,Optical Care,Corporate,True,3/28/2023 1:05:12 PM,Londrina - Paraná,"28 March, 2023",0,0,0
Florianópolis,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,172 - Klamath Rushlily,Optical Care,Corporate,True,3/28/2023 3:21:59 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,0,1
Brasília,Dr. Bruno Rodrigues,Examination,$,,Remote,Distrito Federal,23 - Tufted Alpine Saxifrage,Eye You Care,Franchise,True,3/28/2023 1:33:20 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,23 - Tufted Alpine Saxifrage,Eye You Care,Franchise,True,3/27/2023 1:50:32 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,144 - Fissidens Moss,Eye You Care,Franchise,True,3/28/2023 4:01:03 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gabriel Costa,Contact Lens Exam,$,,Remote,Minas Gerais,274 - Bulrush,Eye You Care,Franchise,True,3/27/2023 6:21:45 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,144 - Fissidens Moss,Eye You Care,Franchise,True,3/28/2023 4:18:44 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gabriel Costa,Contact Lens Exam,$,,Remote,Distrito Federal,222 - Wasatch Desertparsley,Eye You Care,Franchise,True,3/28/2023 4:16:57 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,281 - Common Motherwort,Eye You Care,Franchise,True,3/27/2023 3:28:37 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,251 - Columbian Larkspur,Eye You Care,Franchise,True,3/27/2023 4:08:30 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Michael Araujo,Examination,$,,Remote,São Paulo,206 - Sandbox Tree,Eye You Care,Franchise,True,3/27/2023 4:42:02 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,59 - Brandegee's Clover,Eye You Care,Franchise,True,3/27/2023 3:27:02 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Luís,Dra. Fernanda Souza,Contact Lens Exam,$,,Remote,Maranhão,73 - Ginger,Eye You Care,Franchise,True,3/27/2023 7:39:14 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Bruno Rodrigues,Examination,$,,Remote,Minas Gerais,93 - Chinese Lilac,Eye You Care,Franchise,True,3/28/2023 2:41:53 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,274 - Bulrush,Eye You Care,Franchise,True,3/28/2023 1:38:24 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Fernanda Souza,Examination,$,,Remote,Minas Gerais,93 - Chinese Lilac,Eye You Care,Franchise,True,3/27/2023 11:22:26 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Campina Grande,Dr. Tiago Martins,Examination,$,,Remote,Paraíba,224 - White Star Apple,Eye You Care,Franchise,True,3/28/2023 11:03:01 AM,Campina Grande - Paraíba,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/27/2023 5:37:47 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,4 - Ball Saltbush,Eye You Care,Franchise,True,3/27/2023 11:42:30 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination Recheck,$,,Remote,Distrito Federal,52 - Fourpart Horsebrush,Eye You Care,Franchise,True,3/27/2023 7:32:14 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,39 - Parish's Needlegrass,Eye You Care,Franchise,True,3/27/2023 4:37:33 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Campo Grande,Dr. Rafael Ribeiro,Contact Lens Exam,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/27/2023 7:16:48 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/26/2023 1:29:09 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,288 - Winecup,Eye You Care,Franchise,True,3/27/2023 4:21:50 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,162 - Canoparmelia Lichen,Eye You Care,Franchise,True,3/28/2023 12:42:25 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
Brasília,Dr. Bruno Rodrigues,Examination,$,,Remote,Distrito Federal,198 - Skyttella Lichen,Eye You Care,Franchise,True,3/28/2023 4:02:27 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,28 - Tenangle Pipewort,Eye You Care,Franchise,True,3/28/2023 2:57:42 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Brasília,Dr. Bruno Rodrigues,Examination,$,,Remote,Distrito Federal,23 - Tufted Alpine Saxifrage,Eye You Care,Franchise,True,3/28/2023 12:55:19 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Brasília,Dr. Rafael Ribeiro,Examination,$,,Remote,Distrito Federal,129 - Spreadingpod Rockcress,Eye You Care,Franchise,True,3/27/2023 2:40:28 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Minas Gerais,272 - Rim Lichen,Eye You Care,Franchise,True,3/28/2023 3:48:41 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,174 - Winter-flowering Cherry,Eye You Care,Franchise,True,3/27/2023 3:48:05 PM,Bauru - São Paulo,"28 March, 2023",0,0,2
Caxias do Sul,Dr. Marcelo Ferreira,Examination,$,,Remote,Rio Grande do Sul,72 - Columbiadoria,Eye You Care,Franchise,True,3/28/2023 11:28:51 AM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,2
Bauru,Dr. Bruno Rodrigues,Examination,$,,Remote,São Paulo,273 - Sabinon,Eye You Care,Franchise,True,3/28/2023 11:09:46 AM,Bauru - São Paulo,"28 March, 2023",0,0,2
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,251 - Columbian Larkspur,Eye You Care,Franchise,True,3/28/2023 5:07:25 PM,São Paulo - São Paulo,"28 March, 2023",0,0,2
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/28/2023 3:35:43 PM,São Paulo - São Paulo,"28 March, 2023",0,0,2
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/27/2023 2:13:11 PM,São Paulo - São Paulo,"28 March, 2023",0,0,2
Natal,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Norte,199 - Rim Lichen,Eye You Care,Franchise,True,3/27/2023 1:05:06 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Bauru,Dr. Bruno Rodrigues,Examination,$,,Remote,São Paulo,54 - Mintleaf Bergamot,Eye You Care,Franchise,True,3/27/2023 5:18:43 PM,Bauru - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,138 - Newberry's Tickseed,Eye You Care,Franchise,True,3/27/2023 11:03:07 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,144 - Fissidens Moss,Eye You Care,Franchise,True,3/28/2023 6:24:12 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Recife,Dr. Gustavo Souza,Examination,$,,Remote,Pernambuco,43 - Resurrection Fern,Eye You Care,Franchise,True,3/28/2023 11:15:52 AM,Recife - Pernambuco,"28 March, 2023",0,0,1
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,3 - Purpledisk Helianthella,Eye You Care,Franchise,True,3/27/2023 7:13:09 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,177 - Currant Milkvetch,Eye You Care,Franchise,True,3/27/2023 9:27:02 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Luís,Dr. Bruno Rodrigues,Examination,$,,Remote,Maranhão,73 - Ginger,Eye You Care,Franchise,True,3/28/2023 10:37:04 AM,São Luís - Maranhão,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,67 - Rayless Sunflower,Eye You Care,Franchise,True,3/28/2023 3:21:45 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Fernanda Souza,Contact Lens Exam,$,,Remote,Minas Gerais,272 - Rim Lichen,Eye You Care,Franchise,True,3/27/2023 5:01:55 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,52 - Fourpart Horsebrush,Eye You Care,Franchise,True,3/27/2023 3:39:46 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,138 - Newberry's Tickseed,Eye You Care,Franchise,True,3/28/2023 3:12:59 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Rio de Janeiro,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Rio de Janeiro,149 - Northern Blue-eyed Grass,Eye You Care,Franchise,True,3/27/2023 11:14:57 AM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,2
São Luís,Dra. Fernanda Souza,Examination,$,,Remote,Maranhão,73 - Ginger,Eye You Care,Franchise,True,3/27/2023 3:52:41 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,182 - European Cornsalad,Eye You Care,Franchise,True,3/27/2023 12:23:10 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/27/2023 3:02:47 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,2
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,54 - Mintleaf Bergamot,Eye You Care,Franchise,True,3/28/2023 4:50:45 PM,Bauru - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,248 - Desert Princesplume,Eye You Care,Franchise,True,3/27/2023 2:47:11 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,41 - Florida Bully,Eye You Care,Franchise,True,3/27/2023 3:35:11 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/28/2023 9:57:05 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,28 - Tenangle Pipewort,Eye You Care,Franchise,True,3/28/2023 9:23:28 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,288 - Winecup,Eye You Care,Franchise,True,3/27/2023 1:16:27 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Michael Araujo,Examination,$,,Remote,São Paulo,206 - Sandbox Tree,Eye You Care,Franchise,True,3/28/2023 1:33:13 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,200 - Furcraea,Eye You Care,Franchise,True,3/27/2023 5:10:44 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,52 - Fourpart Horsebrush,Eye You Care,Franchise,True,3/27/2023 2:43:22 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
João Pessoa,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,Paraíba,160 - Forest Babyboot Orchid,Eye You Care,Franchise,True,3/28/2023 2:26:16 PM,João Pessoa - Paraíba,"28 March, 2023",0,0,0
Brasília,Dr. Gabriel Costa,Examination,$,,Remote,Distrito Federal,263 - Sierra White Fir,Eye You Care,Franchise,True,3/28/2023 2:15:48 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Caxias do Sul,Dr. Marcelo Ferreira,Examination,$,,Remote,Rio Grande do Sul,72 - Columbiadoria,Eye You Care,Franchise,True,3/28/2023 10:06:45 AM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,251 - Columbian Larkspur,Eye You Care,Franchise,True,3/28/2023 10:14:43 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,23 - Tufted Alpine Saxifrage,Eye You Care,Franchise,True,3/27/2023 10:24:59 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Campo Grande,Dr. Rafael Ribeiro,Examination,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/28/2023 5:24:52 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Leandro Menezes,Examination,$,,Remote,São Paulo,209 - Ornate Lupine,Eye You Care,Franchise,True,3/28/2023 11:45:01 AM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
Campo Grande,Dr. Rafael Ribeiro,Contact Lens Exam,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/27/2023 7:26:02 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,0
São Paulo,Dr. Michael Araujo,Examination,$,,Remote,São Paulo,213 - Red Sandspurry,Eye You Care,Franchise,True,3/28/2023 6:22:49 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Michael Araujo,Examination,$,,Remote,São Paulo,232 - Dutch Elm,Eye You Care,Franchise,True,3/27/2023 4:48:03 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,177 - Currant Milkvetch,Eye You Care,Franchise,True,3/28/2023 10:38:02 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Fernanda Souza,Examination,$,,Remote,Minas Gerais,191 - Woodland Muhly,Eye You Care,Franchise,True,3/26/2023 1:10:55 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,52 - Fourpart Horsebrush,Eye You Care,Franchise,True,3/27/2023 11:00:19 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
Belo Horizonte,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/28/2023 12:13:27 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
Brasília,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Distrito Federal,13 - Gregg's Tube Tongue,Eye You Care,Franchise,True,3/27/2023 5:51:35 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
Brasília,Dr. Rafael Ribeiro,Examination,$,,Remote,Distrito Federal,129 - Spreadingpod Rockcress,Eye You Care,Franchise,True,3/27/2023 1:49:06 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/28/2023 10:33:57 AM,São Paulo - São Paulo,"28 March, 2023",0,0,1
São Luís,Dra. Fernanda Souza,Examination,$,,Remote,Maranhão,73 - Ginger,Eye You Care,Franchise,True,3/27/2023 7:40:50 PM,São Luís - Maranhão,"28 March, 2023",0,0,2
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,138 - Newberry's Tickseed,Eye You Care,Franchise,True,3/27/2023 11:00:52 AM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Bauru,Dr. Bruno Rodrigues,Examination,$,,Remote,São Paulo,131 - Milo Baker's Cryptantha,Eye You Care,Franchise,True,3/27/2023 4:38:37 PM,Bauru - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,144 - Fissidens Moss,Eye You Care,Franchise,True,3/28/2023 2:11:20 PM,São Paulo - São Paulo,"28 March, 2023",0,0,2
Brasília,Dr. Rafael Ribeiro,Contact Lens Exam,$,,Remote,Distrito Federal,129 - Spreadingpod Rockcress,Eye You Care,Franchise,True,3/28/2023 6:24:20 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,162 - Canoparmelia Lichen,Eye You Care,Franchise,True,3/28/2023 10:19:35 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Distrito Federal,61 - Ames' Quillwort,Eye You Care,Franchise,True,3/28/2023 4:09:38 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Natal,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Norte,199 - Rim Lichen,Eye You Care,Franchise,True,3/26/2023 3:01:01 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,123 - Ozark Sedge,Eye You Care,Franchise,True,3/28/2023 6:35:48 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Luís,Dr. Bruno Rodrigues,Examination,$,,Remote,Maranhão,73 - Ginger,Eye You Care,Franchise,True,3/28/2023 7:28:39 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Minas Gerais,8 - Redclay Suncup,Eye You Care,Franchise,True,3/28/2023 3:22:22 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,134 - Water Ragwort,Eye You Care,Franchise,True,3/27/2023 10:08:31 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Campo Grande,Dr. Rafael Ribeiro,Examination,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/27/2023 5:08:53 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,0
